state,state_abbreviation,county,fips,party,candidate,MAX(votes),fraction_votes,county_state
Virginia,VA,Chesterfield,51041,Democrat,"Hillary Clinton",22674,0.661,Chesterfield_Virginia
Virginia,VA,Culpeper,51047,Democrat,"Hillary Clinton",1421,0.547,Culpeper_Virginia
Virginia,VA,Dickenson,51051,Democrat,"Hillary Clinton",346,0.6,Dickenson_Virginia
Virginia,VA,Dinwiddie,51053,Democrat,"Hillary Clinton",1935,0.833,Dinwiddie_Virginia
Virginia,VA,Fairfax,51059,Democrat,"Hillary Clinton",86898,0.63,Fairfax_Virginia
Virginia,VA,Fauquier,51061,Democrat,"Hillary Clinton",2860,0.545,Fauquier_Virginia
Virginia,VA,Fluvanna,51065,Democrat,"Hillary Clinton",1355,0.576,Fluvanna_Virginia
Virginia,VA,Frederick,51069,Democrat,"Hillary Clinton",2136,0.505,Frederick_Virginia
Virginia,VA,Gloucester,51073,Democrat,"Hillary Clinton",1448,0.591,Gloucester_Virginia
Virginia,VA,Goochland,51075,Democrat,"Hillary Clinton",1572,0.716,Goochland_Virginia
Virginia,VA,Greensville,51081,Democrat,"Hillary Clinton",832,0.877,Greensville_Virginia
Virginia,VA,Hampton,51650,Democrat,"Hillary Clinton",13529,0.779,Hampton_Virginia
Virginia,VA,Hanover,51085,Democrat,"Hillary Clinton",4915,0.599,Hanover_Virginia
Virginia,VA,Henrico,51087,Democrat,"Hillary Clinton",28121,0.698,Henrico_Virginia
Virginia,VA,"Isle of Wight",51093,Democrat,"Hillary Clinton",2446,0.739,"Isle of Wight_Virginia"
Virginia,VA,"James City",51095,Democrat,"Hillary Clinton",5210,0.651,"James City_Virginia"
Virginia,VA,"King George",51099,Democrat,"Hillary Clinton",916,0.594,"King George_Virginia"
Virginia,VA,"King William",51101,Democrat,"Hillary Clinton",841,0.719,"King William_Virginia"
Virginia,VA,"King and Queen",51097,Democrat,"Hillary Clinton",477,0.787,"King and Queen_Virginia"
Virginia,VA,Loudoun,51107,Democrat,"Hillary Clinton",21171,0.586,Loudoun_Virginia
Virginia,VA,Louisa,51109,Democrat,"Hillary Clinton",1630,0.655,Louisa_Virginia
Virginia,VA,Lunenburg,51111,Democrat,"Hillary Clinton",738,0.836,Lunenburg_Virginia
Virginia,VA,Mathews,51115,Democrat,"Hillary Clinton",435,0.633,Mathews_Virginia
Virginia,VA,Middlesex,51119,Democrat,"Hillary Clinton",559,0.653,Middlesex_Virginia
Virginia,VA,Nelson,51125,Democrat,"Hillary Clinton",991,0.562,Nelson_Virginia
Virginia,VA,"New Kent",51127,Democrat,"Hillary Clinton",951,0.678,"New Kent_Virginia"
Virginia,VA,"Newport News",51700,Democrat,"Hillary Clinton",12495,0.73,"Newport News_Virginia"
Virginia,VA,Norfolk,51710,Democrat,"Hillary Clinton",15747,0.692,Norfolk_Virginia
Virginia,VA,Northumberland,51133,Democrat,"Hillary Clinton",818,0.75,Northumberland_Virginia
Virginia,VA,Nottoway,51135,Democrat,"Hillary Clinton",829,0.781,Nottoway_Virginia
Virginia,VA,Page,51139,Democrat,"Hillary Clinton",411,0.536,Page_Virginia
Virginia,VA,Patrick,51141,Democrat,"Bernie Sanders",372,0.503,Patrick_Virginia
Virginia,VA,Pittsylvania,51143,Democrat,"Hillary Clinton",2369,0.752,Pittsylvania_Virginia
Virginia,VA,Powhatan,51145,Democrat,"Hillary Clinton",1079,0.644,Powhatan_Virginia
Virginia,VA,"Prince Edward",51147,Democrat,"Hillary Clinton",1366,0.758,"Prince Edward_Virginia"
Virginia,VA,"Prince George",51149,Democrat,"Hillary Clinton",1992,0.777,"Prince George_Virginia"
Virginia,VA,"Prince William",51153,Democrat,"Hillary Clinton",26439,0.638,"Prince William_Virginia"
Virginia,VA,Rappahannock,51157,Democrat,"Hillary Clinton",416,0.501,Rappahannock_Virginia
Virginia,VA,Roanoke,51161,Democrat,"Hillary Clinton",3323,0.543,Roanoke_Virginia
Virginia,VA,Rockbridge,51163,Democrat,"Hillary Clinton",902,0.571,Rockbridge_Virginia
Virginia,VA,Shenandoah,51171,Democrat,"Hillary Clinton",958,0.505,Shenandoah_Virginia
Virginia,VA,Smyth,51173,Democrat,"Hillary Clinton",526,0.586,Smyth_Virginia
Virginia,VA,Southampton,51175,Democrat,"Hillary Clinton",1199,0.838,Southampton_Virginia
Virginia,VA,Spotsylvania,51177,Democrat,"Hillary Clinton",5399,0.604,Spotsylvania_Virginia
Virginia,VA,Stafford,51179,Democrat,"Hillary Clinton",6437,0.603,Stafford_Virginia
Virginia,VA,Suffolk,51800,Democrat,"Hillary Clinton",7533,0.795,Suffolk_Virginia
Virginia,VA,Sussex,51183,Democrat,"Hillary Clinton",958,0.905,Sussex_Virginia
Virginia,VA,"Virginia Beach",51810,Democrat,"Hillary Clinton",22352,0.63,"Virginia Beach_Virginia"
Virginia,VA,Westmoreland,51193,Democrat,"Hillary Clinton",879,0.745,Westmoreland_Virginia
Virginia,VA,Wythe,51197,Democrat,"Hillary Clinton",528,0.552,Wythe_Virginia
